"","X","name","full_team","team","year","games_in_season","num_games_missing","num_games_injured","injury_types","earliest_injury","latest_injury","position_id","NFL_draft_year","NFL_draft_round","NFL_draft_rank","height_inches","weight_pounds","birthdate","forty_yd","three_cone","bench","broad_jump","combine_height","combine_weight","shuttle","vertical","game_starter","head","shoulder","upper_torso","lower_torso","arm","hand","leg","foot"
"10688",122901,"Orlando Franklin","Los Angeles Chargers","sdg",2016,16,0,9,"neck hamstring back ankle concussion knee rib illness shoulder",2,16,"OL",2011,2,46,78,315,"1987-12-16",5.11,0,26,0,77,316,0,28.5,1,2,1,2,0,0,0,2,1
"10689",122915,"Antonio Gates","Los Angeles Chargers","sdg",2016,16,2,3,"hamstring",3,5,"TE",NA,NA,NA,76,255,"1980-06-18",NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,1,0
"10690",122928,"Melvin Gordon","Los Angeles Chargers","sdg",2016,16,3,3,"knee",14,16,"RB",2015,1,15,73,215,"1993-04-13",4.52,7.04,19,126,73,215,4.07,35,1,0,0,0,0,0,0,1,0
"10691",122943,"Chris Hairston","Los Angeles Chargers","sdg",2016,16,0,1,"groin",6,6,"OL",2011,4,122,78,323,"1989-04-26",5.38,7.9,33,96,78,326,4.7,29,1,0,0,0,0,0,0,1,0
"10692",122958,"Hunter Henry","Los Angeles Chargers","sdg",2016,16,1,3,"concussion knee",8,10,"TE",2016,2,35,77,250,"1994-12-07",4.79,NA,13,NA,77,250,NA,NA,0,1,0,0,0,0,0,1,0
"10693",122959,"Javontee Herndon","Los Angeles Chargers","sdg",2016,16,16,16,"knee",1,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,1,0
"10694",122960,"Steve Johnson","Los Angeles Chargers","sdg",2016,16,16,16,"knee",1,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,1,0
"10695",122961,"Tyler Johnstone","Los Angeles Chargers","sdg",2016,16,16,16,"undisclosed",1,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0
"10696",122962,"Sean Lissemore","Los Angeles Chargers","sdg",2016,16,16,16,"shoulder",1,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,0,0,0
"10697",122973,"Craig Mager","Los Angeles Chargers","sdg",2016,16,5,8,"hamstring shoulder concussion elbow",5,16,"DEF",2015,3,83,71,200,"1992-06-11",4.44,6.83,17,130,71,201,4.07,38,1,1,1,0,0,1,0,1,0
"10698",122974,"Tyler Marcordes","Los Angeles Chargers","sdg",2016,16,16,16,"undisclosed",1,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0
"10699",122977,"Robert McClain","Los Angeles Chargers","sdg",2016,16,1,1,"hamstring",8,8,"DEF",2010,7,249,69,180,"1988-07-22",NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1,0
"10700",122983,"Dexter McCluster","Los Angeles Chargers","sdg",2016,16,8,9,"hamstring forearm",6,16,"WR",2010,2,36,69,165,"1989-08-25",4.53,0,20,118,69,172,4.06,37.5,0,1,0,0,0,1,0,1,0
"10701",122993,"Brandon Mebane","Los Angeles Chargers","sdg",2016,16,6,6,"bicep",11,16,"DEF",2007,3,85,73,311,"1985-01-15",5.15,7.94,24,106,73,309,4.65,24,1,0,0,0,0,1,0,0,0
"10702",122994,"Branden Oliver","Los Angeles Chargers","sdg",2016,16,16,16,"achilles",1,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1
"10703",123007,"Tenny Palepoi","Los Angeles Chargers","sdg",2016,16,0,1,"shoulder",12,12,"DEF",NA,NA,NA,73,298,"1990-12-19",5.1,7.67,31,111,73,298,4.53,30.5,0,0,1,0,0,0,0,0,0
"10704",123019,"Denzel Perryman","Los Angeles Chargers","sdg",2016,16,3,5,"shoulder foot hamstring",5,10,"DEF",2015,2,48,71,240,"1992-12-05",4.78,NA,27,113,71,236,NA,32,1,0,1,0,0,0,0,1,1
"10705",123020,"Shaq Petteway","Los Angeles Chargers","sdg",2016,16,16,16,"undisclosed",1,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0
"10706",123027,"Caraun Reid","Los Angeles Chargers","sdg",2016,16,9,9,"knee",8,16,"DEF",2014,5,158,74,292,"1991-11-23",4.91,7.59,20,106,74,302,4.58,26.5,0,0,0,0,0,0,0,1,0
"10707",123030,"Manti Te'o","Los Angeles Chargers","sdg",2016,16,13,13,"achilles",4,16,"DEF",2013,2,38,73,241,"1991-01-26",4.82,7.13,NA,113,73,241,4.27,33,1,0,0,0,0,0,0,0,1
"10708",123034,"Jason Verrett","Los Angeles Chargers","sdg",2016,16,12,12,"knee",5,16,"DEF",2014,1,25,70,188,"1991-06-18",4.38,6.69,NA,128,69,189,4,39,1,0,0,0,0,0,0,1,0
"10709",123035,"Chris Watt","Los Angeles Chargers","sdg",2016,16,16,16,"knee",1,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,1,0
"10710",123051,"Tourek Williams","Los Angeles Chargers","sdg",2016,16,0,1,"hamstring",11,11,"DEF",2013,6,179,75,260,"1991-05-09",4.92,0,25,112,75,260,0,33,0,0,0,0,0,0,0,1,0
"10711",123067,"Tyrell Williams","Los Angeles Chargers","sdg",2016,16,0,4,"knee shoulder",8,12,"WR",NA,NA,NA,76,210,"1992-02-12",NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,0,0,0,1,0
"10712",123069,"Danny Woodhead","Los Angeles Chargers","sdg",2016,16,14,14,"knee",3,16,"RB",NA,NA,NA,69,200,"1985-01-25",NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1,0
"10713",123070,"Carlos Wray","Los Angeles Chargers","sdg",2016,16,16,16,"foot",1,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1
"10714",123084,"Maurice Alexander","Los Angeles Rams","ram",2016,16,1,2,"thigh concussion",3,14,"DEF",2014,4,110,74,220,"1991-02-16",4.5,7.05,NA,123,73,220,4.51,38,1,1,0,0,0,0,0,1,0
"10715",123099,"Tavon Austin","Los Angeles Rams","ram",2016,16,1,2,"shoulder chest",4,12,"WR",2013,1,8,68,179,"1990-03-15",4.34,NA,14,120,68,174,4.01,32,1,0,1,1,0,0,0,0,0
"10716",123115,"Tim Barnes","Los Angeles Rams","ram",2016,16,0,3,"foot",10,12,"OL",NA,NA,NA,76,297,"1988-05-14",NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,1
"10717",123129,"Michael Brockers","Los Angeles Rams","ram",2016,16,2,6,"thigh hip groin",2,9,"DEF",2012,1,14,77,297,"1990-12-21",5.31,7.46,NA,105,77,322,4.81,26.5,1,0,0,0,1,0,0,2,0
"10718",123140,"Jamon Brown","Los Angeles Rams","ram",2016,16,2,2,"hand",7,8,"OL",2015,3,72,76,340,"1993-03-15",5.08,NA,NA,NA,76,323,NA,NA,1,0,0,0,0,0,1,0,0
"10719",123151,"Marqui Christian","Los Angeles Rams","ram",2016,16,2,2,"leg",15,16,"DEF",2016,5,167,71,195,"1994-10-27",NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1,0
"10720",123161,"Pharoh Cooper","Los Angeles Rams","ram",2016,16,3,3,"shoulder",1,3,"WR",2016,4,117,71,208,"1995-03-07",4.52,NA,15,115,71,203,NA,31,1,0,1,0,0,0,0,0,0
"10721",123172,"Benny Cunningham","Los Angeles Rams","ram",2016,16,4,4,"neck",13,16,"RB",NA,NA,NA,70,218,"1990-07-07",NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,0,0,0,0
"10722",123188,"Cody Davis","Los Angeles Rams","ram",2016,16,1,1,"groin",5,5,"DEF",NA,NA,NA,74,203,"1989-06-06",NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1,0
"10723",123204,"Andrew Donnal","Los Angeles Rams","ram",2016,16,0,1,"hip",12,12,"OL",2015,4,119,78,305,"1992-03-03",5.31,7.84,17,101,78,313,4.77,32,1,0,0,0,1,0,0,0,0
"10724",123220,"Dominique Easley","Los Angeles Rams","ram",2016,16,0,1,"illness",4,4,"DEF",2014,1,29,74,263,"1992-04-28",4.93,0,26,0,74,288,0,0,0,0,0,0,0,0,0,0,0
"10725",123230,"Josh Forrest","Los Angeles Rams","ram",2016,16,6,6,"knee",11,16,"DEF",2016,6,190,75,249,"1992-02-24",4.91,0,11,118,75,249,0,30.5,0,0,0,0,0,0,0,1,0
"10726",123241,"E.J. Gaines","Los Angeles Rams","ram",2016,16,5,5,"thigh",1,14,"DEF",2014,6,188,70,190,"1992-02-23",4.44,0,15,0,70,190,0,0,1,0,0,0,0,0,0,1,0
"10727",123257,"Todd Gurley","Los Angeles Rams","ram",2016,16,0,3,"related thigh",2,10,"RB",2015,1,10,73,224,"1994-08-03",4.52,NA,17,NA,73,222,NA,NA,1,0,0,0,0,0,0,1,0
"10728",123273,"Bryce Hager","Los Angeles Rams","ram",2016,16,0,1,"concussion",1,1,"DEF",2015,7,224,73,237,"1992-05-04",4.6,7.15,26,117,73,234,4.36,35,0,1,0,0,0,0,0,0,0
"10729",123285,"Cory Harkey","Los Angeles Rams","ram",2016,16,3,3,"tricep",14,16,"TE",NA,NA,NA,75,272,"1990-06-17",5.06,7.4,13,109,76,260,4.69,26.5,0,0,0,0,0,1,0,0,0
"10730",123300,"Rob Havenstein","Los Angeles Rams","ram",2016,16,1,2,"foot  ankle",1,16,"OL",2015,2,57,80,330,"1992-05-13",5.46,8.28,16,96,79,321,4.87,28.5,1,0,0,0,0,0,0,0,2
"10731",123314,"Trumaine Johnson","Los Angeles Rams","ram",2016,16,2,4,"ankle",6,9,"DEF",2012,3,65,74,213,"1990-01-01",4.5,7.2,19,122,74,204,4.15,35.5,1,0,0,0,0,0,0,0,1
"10732",123328,"Lamarcus Joyner","Los Angeles Rams","ram",2016,16,1,6,"foot toe back ankle",2,16,"DEF",2014,2,41,68,185,"1990-11-27",4.55,7.26,14,124,68,184,4.4,37.5,1,0,0,1,0,0,0,0,3
"10733",123329,"Zach Laskey","Los Angeles Rams","ram",2016,16,16,16,"undisclosed",1,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0
"10734",123335,"Matt Longacre","Los Angeles Rams","ram",2016,16,2,2,"hip heel",9,14,"DEF",NA,NA,NA,75,265,"1991-09-21",NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,0,0,1
"10735",123349,"Bradley Marquez","Los Angeles Rams","ram",2016,16,2,2,"knee",15,16,"WR",NA,NA,NA,70,205,"1992-12-14",NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1,0
"10736",123350,"Marquez North","Los Angeles Rams","ram",2016,16,16,16,"undisclosed",1,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0
"10737",123359,"Robert Quinn","Los Angeles Rams","ram",2016,16,7,9,"shoulder illness concussion concussion",5,16,"DEF",2011,1,14,76,245,"1990-05-18",4.62,7.13,22,116,76,265,4.4,34,1,2,1,0,0,0,0,0,0
"10738",123360,"Brian Randolph","Los Angeles Rams","ram",2016,16,16,16,"knee",1,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,1,0
"10739",123361,"Garrett Reynolds","Los Angeles Rams","ram",2016,16,16,16,"undisclosed",1,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0
"10740",123376,"Rodger Saffold","Los Angeles Rams","ram",2016,16,1,1,"hand",12,12,"OL",2010,2,33,77,325,"1988-06-06",5.21,7.42,27,113,77,316,4.67,29.5,1,0,0,0,0,0,1,0,0
"10741",123392,"Eugene Sims","Los Angeles Rams","ram",2016,16,0,1,"concussion",10,10,"DEF",2010,6,189,77,240,"1986-03-18",NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,0,0,0
"10742",123393,"Nelson Spruce","Los Angeles Rams","ram",2016,16,15,15,"knee",2,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,1,0
"10743",123408,"Mike Thomas","Los Angeles Rams","ram",2016,16,0,1,"hip",16,16,"WR",2016,6,206,73,189,"1994-08-16",NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,0,0,0
"10744",123409,"Louis Trinca-Pasat","Los Angeles Rams","ram",2016,16,16,16,"knee",1,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,1,0
"10745",123425,"Ethan Westbrooks","Los Angeles Rams","ram",2016,16,0,1,"thigh",11,11,"DEF",NA,NA,NA,76,287,"1990-11-15",4.9,7.3,19,110,75,267,4.67,29,0,0,0,0,0,0,0,1,0
"10746",123437,"Cody Wichmann","Los Angeles Rams","ram",2016,16,1,1,"ankle",6,6,"OL",2015,6,215,77,325,"1992-03-02",NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,1
"10747",123438,"Darrell Williams","Los Angeles Rams","ram",2016,16,16,16,"undisclosed",1,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0
"10748",123453,"Isa Abdul-Quddus","Miami Dolphins","mia",2016,17,2,9,"knee ankle neck neck",6,17,"DEF",NA,NA,NA,73,200,"1989-08-03",NA,NA,NA,NA,NA,NA,NA,NA,1,2,0,0,0,0,0,1,1
"10749",123469,"Jay Ajayi","Miami Dolphins","mia",2016,17,1,2,"related  shoulder",1,16,"RB",2015,5,149,72,223,"1993-06-15",4.57,7.1,19,121,72,221,4.1,39,1,0,1,0,0,0,0,0,0
"10750",123485,"Kiko Alonso","Miami Dolphins","mia",2016,17,1,5,"hamstring hand",4,15,"DEF",2013,2,46,75,239,"1990-08-14",4.74,NA,NA,NA,75,238,NA,NA,1,0,0,0,0,0,1,1,0
"10751",123502,"Jermon Bushrod","Miami Dolphins","mia",2016,17,0,7,"wrist shoulder calf",4,15,"OL",2007,4,125,77,318,"1984-08-19",NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,0,0,1,1,0
"10752",123505,"Jordan Cameron","Miami Dolphins","mia",2016,17,14,15,"thigh concussion",2,17,"TE",2011,4,102,77,265,"1988-08-07",4.53,6.82,23,119,77,254,4.03,37.5,1,1,0,0,0,0,0,1,0
"10753",123519,"Leonte Carroo","Miami Dolphins","mia",2016,17,0,1,"knee",9,9,"WR",2016,3,86,73,215,"1994-01-24",4.5,0,14,120,72,211,0,35.5,0,0,0,0,0,0,0,1,0
"10754",123522,"Chimdi Chekwa","Miami Dolphins","mia",2016,17,9,9,"hamstring",9,17,"DEF",2011,4,113,71,190,"1988-09-07",4.38,0,0,126,72,191,0,34.5,0,0,0,0,0,0,0,1,0
"10755",123523,"Chris Culliver","Miami Dolphins","mia",2016,17,17,17,"knee",1,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,1,0
"10756",123540,"Kenyan Drake","Miami Dolphins","mia",2016,17,0,3,"knee",11,13,"RB",2016,3,73,73,211,"1994-01-26",4.45,7.04,10,123,73,210,4.21,34.5,0,0,0,0,0,0,0,1,0
"10757",123541,"Ifo Ekpre-Olomu","Miami Dolphins","mia",2016,17,17,17,"knee",1,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,1,0
"10758",123550,"Terrence Fede","Miami Dolphins","mia",2016,17,1,1,"knee",1,1,"DEF",2014,7,234,76,267,"1991-11-19",NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1,0
"10759",123554,"Arian Foster","Miami Dolphins","mia",2016,17,13,16,"hamstring groin",2,17,"RB",NA,NA,NA,73,227,"1986-08-24",4.69,0,23,0,73,226,0,0,0,0,0,0,0,0,0,2,0
"10760",123571,"MarQueis Gray","Miami Dolphins","mia",2016,17,0,2,"calf ankle",6,9,"TE",NA,NA,NA,76,263,"1989-11-07",4.65,7.25,15,111,75,240,4.3,30,1,0,0,0,0,0,0,1,1
"10761",123579,"Xavien Howard","Miami Dolphins","mia",2016,17,9,12,"knee quadricep",2,13,"DEF",2016,2,38,73,203,"1993-07-04",4.58,7.18,11,122,72,201,4.15,33,1,0,0,0,0,0,0,2,0
"10762",123596,"Mike Hull","Miami Dolphins","mia",2016,17,0,1,"knee",10,10,"DEF",NA,NA,NA,72,232,"1991-05-25",4.68,6.99,31,0,72,237,4.15,0,0,0,0,0,0,0,0,1,0
"10763",123610,"Jason Jones","Miami Dolphins","mia",2016,17,0,3,"ankle knee",3,10,"DEF",2008,2,54,77,272,"1986-05-23",4.76,7.29,18,123,77,273,4.32,25.5,0,0,0,0,0,0,0,1,1
"10764",123616,"Reshad Jones","Miami Dolphins","mia",2016,17,11,13,"knee groin shoulder",4,17,"DEF",2010,5,163,73,215,"1988-02-25",4.51,7.43,24,118,73,214,4.54,39.5,1,0,1,0,0,0,0,2,0
"10765",123617,"Dion Jordan","Miami Dolphins","mia",2016,17,17,17,"knee",1,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,1,0
"10766",123634,"Jarvis Landry","Miami Dolphins","mia",2016,17,0,4,"shoulder",4,11,"WR",2014,2,63,71,196,"1992-11-28",4.65,NA,12,110,71,205,NA,28.5,1,0,1,0,0,0,0,0,0
"10767",123651,"Tony Lippett","Miami Dolphins","mia",2016,17,0,2,"hamstring thigh",7,17,"WR",2015,5,156,75,192,"1992-07-02",4.61,6.92,10,114,74,192,4.13,36,1,0,0,0,0,0,0,2,0
"10768",123664,"Byron Maxwell","Miami Dolphins","mia",2016,17,3,3,"ankle",15,17,"DEF",2011,6,173,73,207,"1988-02-23",4.43,0,24,124,72,202,0,33,1,0,0,0,0,0,0,0,1
"10769",123681,"Bobby McCain","Miami Dolphins","mia",2016,17,0,2,"hand",14,15,"DEF",2015,5,145,69,196,"1993-08-18",4.51,6.8,17,130,69,195,3.82,36,1,0,0,0,0,0,1,0,0
"10770",123684,"Koa Misi","Miami Dolphins","mia",2016,17,14,15,"shoulder neck",3,17,"DEF",2010,2,40,75,244,"1987-01-17",4.75,7.07,0,127,75,251,4.27,38,0,1,1,0,0,0,0,0,0
"10771",123694,"Earl Mitchell","Miami Dolphins","mia",2016,17,7,7,"calf",2,8,"DEF",2010,3,81,75,310,"1987-09-25",4.75,7.68,25,107,74,296,4.55,28.5,0,0,0,0,0,0,0,1,0
"10772",123700,"Matt Moore","Miami Dolphins","mia",2016,17,0,1,"shoulder",13,13,"QB",NA,NA,NA,75,219,"1984-08-09",NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,0,0,0,0,0
"10773",123716,"DeVante Parker","Miami Dolphins","mia",2016,17,1,7,"hamstring  back",1,13,"WR",2015,1,14,75,219,"1993-01-20",4.45,NA,17,125,75,209,NA,36.5,0,0,0,1,0,0,0,1,0
"10774",123732,"Spencer Paysinger","Miami Dolphins","mia",2016,17,1,8,"biceps neck calf ankle thigh knee",2,16,"DEF",NA,NA,NA,74,236,"1988-06-28",NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,1,0,3,1
"10775",123735,"Isaiah Pead","Miami Dolphins","mia",2016,17,1,1,"hamstring",1,1,"RB",2012,2,50,70,197,"1989-12-14",4.39,6.95,0,116,70,197,4.32,33,0,0,0,0,0,0,0,1,0
"10776",123752,"Jordan Phillips","Miami Dolphins","mia",2016,17,0,1,"ankle",2,2,"DEF",2015,2,52,78,341,"1992-09-21",5.17,7.88,28,105,77,329,4.68,30,1,0,0,0,0,0,0,0,1
"10777",123757,"Mike Pouncey","Miami Dolphins","mia",2016,17,12,13,"hip  hip",1,17,"OL",2011,1,15,77,298,"1989-07-24",5.12,7.66,NA,96,77,303,4.64,25,1,0,0,0,2,0,0,0,0
"10778",123767,"Bacarri Rambo","Miami Dolphins","mia",2016,17,0,1,"chest",17,17,"DEF",2013,6,191,73,211,"1990-06-27",4.56,0,17,0,72,211,0,0,1,0,0,1,0,0,0,0,0
"10779",123783,"Anthony Steen","Miami Dolphins","mia",2016,17,1,7,"ankle neck foot",4,14,"OL",NA,NA,NA,75,314,"1990-05-09",5.33,0,0,0,75,314,0,0,0,1,0,0,0,0,0,0,2
"10780",123800,"Kenny Stills","Miami Dolphins","mia",2016,17,0,3,"calf",9,11,"WR",2013,5,144,73,202,"1992-04-22",4.38,NA,16,124,72,194,4.35,33.5,1,0,0,0,0,0,0,1,0
"10781",123817,"Ndamukong Suh","Miami Dolphins","mia",2016,17,0,1,"knee",11,11,"DEF",2010,1,2,76,313,"1987-01-06",5.03,7.21,32,105,76,307,4.44,35.5,1,0,0,0,0,0,0,1,0
"10782",123830,"Ryan Tannehill","Miami Dolphins","mia",2016,17,4,4,"knee",14,17,"QB",2012,1,8,76,217,"1988-07-27",4.65,NA,NA,NA,76,221,NA,NA,1,0,0,0,0,0,0,1,0
"10783",123845,"Laremy Tunsil","Miami Dolphins","mia",2016,17,1,5,"knee  ankle abdomen shoulder",1,12,"OL",2016,1,13,77,313,"1994-08-02",5.23,NA,NA,NA,77,310,NA,NA,1,0,1,1,0,0,0,1,1
"10784",123862,"Kraig Urbik","Miami Dolphins","mia",2016,17,0,2,"knee",13,17,"OL",2009,3,79,77,323,"1985-09-23",5.25,7.87,29,94,77,328,4.89,24,1,0,0,0,0,0,0,1,0
"10785",123869,"Zach Vigil","Miami Dolphins","mia",2016,17,8,8,"back",1,17,"DEF",NA,NA,NA,74,238,"1991-03-28",NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,0,0,0,0
"10786",123883,"Mario Williams","Miami Dolphins","mia",2016,17,3,7,"concussion ankle",2,16,"DEF",2006,1,1,78,300,"1985-01-31",4.7,7.19,35,120,79,295,4.36,40.5,0,1,0,0,0,0,0,0,1
"10787",123896,"Mackensie Alexander","Minnesota Vikings","min",2016,16,3,4,"groin abdomen abdominal",12,16,"DEF",2016,2,54,70,192,"1993-11-12",4.43,NA,11,NA,70,190,NA,NA,0,0,0,2,0,0,0,1,0
"10788",123912,"Matt Asiata","Minnesota Vikings","min",2016,16,0,1,"ankle",14,14,"RB",NA,NA,NA,71,229,"1987-07-24",4.77,7.09,22,104,71,229,4.37,30,1,0,0,0,0,0,0,0,1
"10789",123926,"Joe Berger","Minnesota Vikings","min",2016,16,2,3,"concussion",12,14,"OL",2005,6,207,77,305,"1982-05-25",5.18,7.77,30,96,77,303,4.62,27,1,1,0,0,0,0,0,0,0
"10790",123940,"Alex Boone","Minnesota Vikings","min",2016,16,2,2,"kne back",8,16,"OL",NA,NA,NA,79,330,"1987-05-04",5.16,7.83,33,103,79,328,4.69,27.5,1,0,0,1,0,0,0,0,0
"10791",123941,"Teddy Bridgewater","Minnesota Vikings","min",2016,16,16,16,"knee",1,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,1,0
"10792",123942,"Scott Crichton","Minnesota Vikings","min",2016,16,16,16,"undisclosed",1,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0
"10793",123955,"Stefon Diggs","Minnesota Vikings","min",2016,16,3,6,"groin knee hip",5,16,"WR",2015,5,146,72,191,"1993-11-29",4.46,7.03,NA,115,72,195,4.32,35,1,0,0,0,1,0,0,2,0
"10794",123966,"Nick Easton","Minnesota Vikings","min",2016,16,1,1,"ankle",1,1,"OL",NA,NA,NA,75,303,"1992-06-16",NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,1
"10795",123967,"Antone Exum","Minnesota Vikings","min",2016,16,16,16,"leg",1,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,1,0
"10796",123968,"Sharrif Floyd","Minnesota Vikings","min",2016,16,15,15,"knee",2,16,"DEF",2013,1,23,75,297,"1992-05-28",4.92,7.4,0,106,75,297,4.75,30,0,0,0,0,0,0,0,1,0
"10797",123982,"Brandon Fusco","Minnesota Vikings","min",2016,16,2,2,"concussion",14,15,"OL",2011,6,172,76,306,"1988-07-26",5.18,7.29,26,108,76,306,4.43,28.5,1,1,0,0,0,0,0,0,0
"10798",123983,"Michael Griffin","Minnesota Vikings","min",2016,16,11,11,"back",1,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,0,0
"10799",123984,"Mike Harris","Minnesota Vikings","min",2016,16,16,16,"illness",1,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0
"10800",123985,"Taylor Heinicke","Minnesota Vikings","min",2016,16,16,16,"foot",1,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1
"10801",124000,"Tom Johnson","Minnesota Vikings","min",2016,16,2,3,"concussion hamstring",8,16,"DEF",NA,NA,NA,75,285,"1984-08-30",NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,0,0,1,0
"10802",124016,"Linval Joseph","Minnesota Vikings","min",2016,16,0,1,"shoulder",9,9,"DEF",2010,2,46,76,329,"1988-10-10",5.09,8.12,39,100,76,328,4.71,30,1,0,1,0,0,0,0,0,0
"10803",124018,"Matt Kalil","Minnesota Vikings","min",2016,16,14,14,"hip",3,16,"OL",2012,1,4,79,315,"1989-07-06",4.96,7.33,30,0,79,306,4.65,27,1,0,0,0,1,0,0,0,0
"10804",124033,"Eric Kendricks","Minnesota Vikings","min",2016,16,1,3,"concussion hip",8,11,"DEF",2015,2,45,72,232,"1992-02-29",4.61,NA,19,124,72,232,NA,38,1,1,0,0,1,0,0,0,0
"10805",124042,"Zac Kerin","Minnesota Vikings","min",2016,16,3,3,"hand",7,9,"OL",NA,NA,NA,77,305,"1991-08-13",NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,1,0,0
"10806",124057,"Zach Line","Minnesota Vikings","min",2016,16,1,1,"concussion",15,15,"RB",NA,NA,NA,73,233,"1990-05-26",4.77,NA,26,111,72,232,NA,30.5,0,1,0,0,0,0,0,0,0
"10807",124061,"Jake Long","Minnesota Vikings","min",2016,16,7,7,"achilles",10,16,"OL",2008,1,1,79,315,"1985-05-09",5.22,7.44,37,102,79,313,4.73,27.5,1,0,0,0,0,0,0,0,1
"10808",124076,"Jerick McKinnon","Minnesota Vikings","min",2016,16,1,3,"foot  ankle",1,8,"RB",2014,3,96,69,201,"1992-05-03",4.41,6.83,32,132,69,209,4.12,40.5,0,0,0,0,0,0,0,0,2
"10809",124087,"David Morgan","Minnesota Vikings","min",2016,16,2,2,"knee",4,5,"TE",2016,6,188,76,265,"1993-05-19",0,0,0,0,76,262,0,0,0,0,0,0,0,0,0,1,0
