"","Player_id","Player","year","team","games_in_season","num_games_missing","num_games_injured","injury_types","earliest_injury","latest_injury"
"all_info.26243","RobeEl00","Roberts,Elandon","2016","nwe",19,0,5,"ankle jaw hamstring",7,14
"all_info.27240","RoweEr00","Rowe,Eric","2016","nwe",19,4,5,"ankle hamstring",2,14
"all_info.28239","ScruGr00","Scruggs,Greg","2016","nwe",19,14,14,"Knee",6,19
"all_info.29239","SlatMa00","Slater,Matthew","2016","nwe",19,3,6,"foot",11,16
"all_info.30239","SoldNa00","Solder,Nate","2016","nwe",19,1,2,"hamstring",1,2
"all_info.31278","ThunJo00","Thuney,Joe","2016","nwe",19,0,2,"shoulder",5,6
"all_info.32251","ValeVi00","Valentine,Vincent","2016","nwe",19,3,4,"back",5,8
"all_info.33235","VollSe20","Vollmer,Sebastian","2016","nwe",19,19,19,"Knee",1,19
"all_info.34224","WillMi06","Williams,Michael","2016","nwe",19,19,19,"Knee",1,19
"all_info246","AnthSt00","Anthony,Stephone","2016","nor",16,6,7,"hamstring Knee",6,16
"all_info.11088","ArmsTe00","Armstead,Terron","2016","nor",16,9,16,"quadricep quadriceps knee Leg",1,16
"all_info.21088","BanjCh00","Banjo,Chris","2016","nor",16,3,3,"hamstring",1,5
"all_info.31082","BarrSa00","Barrington,Sam","2016","nor",16,1,1,"hamstring",2,2
"all_info.4800","BreaDe00","Breaux,Delvin","2016","nor",16,10,16,"fibula Shoulder",1,16
"all_info.5296","CadeTr00","Cadet,Travaris","2016","nor",16,1,2,"toe",10,11
"all_info.6246","CartTo99","Carter,Tony","2016","nor",16,15,15,"Undisclosed",2,16
"all_info.7246","CrawKe02","Crawley,Ken","2016","nor",16,1,1,"knee",16,16
"all_info.8246","DaviTy01","Davison,Tyeler","2016","nor",16,1,2,"foot",3,4
"all_info.9246","ElleDa99","Ellerbe,Dannell","2016","nor",16,7,11,"quadriceps  foot",1,16
"all_info.10246","GwacOb00","Gwacham,Obum","2016","nor",16,13,13,"Undisclosed",4,16
"all_info.11285","HarrEr00","Harris,Erik","2016","nor",16,12,12,"Knee",5,16
"all_info.12262","HillJo02","Hill,Josh","2016","nor",16,7,8,"ankle Leg",2,16
"all_info.13249","HillTo21","Hills,Tony","2016","nor",16,1,1,"abdomen",11,11
"all_info.14246","HoomMi00","Hoomanawanui,Michael","2016","nor",16,16,16,"Leg",1,16
"all_info.15246","IngrMa01","Ingram,Mark","2016","nor",16,0,3,"concussion toe knee",11,13
"all_info.16246","JordCa00","Jordan,Cameron","2016","nor",16,0,1,"knee",3,3
"all_info.17246","KeleSe00","Kelemete,Senio","2016","nor",16,1,5,"hamstring neck triceps hip",4,13
"all_info.18246","KeoxSh00","Keo,Shiloh","2016","nor",16,2,4,"knee neck hamstring",4,14
"all_info.19246","KikaHa00","Kikaha,Hau'oli","2016","nor",16,16,16,"Knee",1,16
"all_info.20246","KrugPa99","Kruger,Paul","2016","nor",16,1,2,"back",5,6
"all_info.21285","KuhnJo00","Kuhn,John","2016","nor",16,0,1,"hip",15,15
"all_info.22262","LampJa00","Lampman,Jake","2016","nor",16,1,2,"knee",7,8
"all_info.23249","LascDa00","Lasco,Daniel","2016","nor",16,7,9,"hamstring",6,14
"all_info.24246","LaurJa99","Laurinaitis,James","2016","nor",16,11,11,"quadriceps Quadricep",4,16
"all_info.25246","MautMi00","Mauti,Michael","2016","nor",16,8,8,"Illness",9,16
"all_info.26244","MoorSt00","Moore,Sterling","2016","nor",16,2,3,"abdomen",6,8
"all_info.27241","OnyeDa00","Onyemata,David","2016","nor",16,0,1,"knee",11,11
"all_info.28240","PeatAn00","Peat,Andrus","2016","nor",16,1,2,"groin",6,7
"all_info.29240","PettD.01","Pettway,D.J.","2016","nor",16,16,16,"Undisclosed",1,16
"all_info.30240","PratKy00","Prater,Kyle","2016","nor",16,16,16,"Body",1,16
"all_info.31279","PruiJi00","Pruitt,Jimmy","2016","nor",16,16,16,"Knee",1,16
"all_info.32252","RankSh00","Rankins,Sheldon","2016","nor",16,7,7,"Leg",1,7
"all_info.33236","RobeCr00","Robertson,Craig","2016","nor",16,1,4,"shoulder",13,16
"all_info.34225","SanfJa99","Sanford,Jamarca","2016","nor",16,16,16,"Undisclosed",1,16
"all_info.35217","SchoJe00","Schoettmer,Jeff","2016","nor",16,16,16,"Undisclosed",1,16
"all_info.36209","SneaWi00","Snead,Willie","2016","nor",16,1,2,"toe",3,4
"all_info.37203","SwanDa02","Swann,Damian","2016","nor",16,16,16,"Abdominal",1,16
"all_info.38197","ThomMi05","Thomas,Michael","2016","nor",16,1,2,"ankle  foot",1,13
"all_info.39186","ThomTy01","Thompson,Tyrus","2016","nor",16,16,16,"Undisclosed",1,16
"all_info.40177","UngeMa20","Unger,Max","2016","nor",16,1,3,"foot",13,15
"all_info.41218","VaccKe00","Vaccaro,Kenny","2016","nor",16,1,2,"ankle",3,4
"all_info.42183","WillP.00","Williams,P.J.","2016","nor",16,14,14,"Concussion",3,16
"all_info.43157","WilsKy99","Wilson,Kyle","2016","nor",16,16,16,"Shoulder",1,16
"all_info.44135","YounAv01","Young,Avery","2016","nor",16,16,16,"Undisclosed",1,16
"all_info247","AdamAn00","Adams,Andrew","2016","nyg",17,0,1,"shoulder",9,9
"all_info.11089","AdamJe01","Adams,Jerell","2016","nyg",17,1,1,"shoulder",16,16
"all_info.21089","ApplEl00","Apple,Eli","2016","nyg",17,2,3,"hamstring groin",4,6
"all_info.31083","BerhNa00","Berhe,Nat","2016","nyg",17,9,10,"concussion",4,16
"all_info.4801","CasiJo99","Casillas,Jonathan","2016","nyg",17,0,2,"calf knee",9,15
"all_info.5297","CruzVi00","Cruz,Victor","2016","nyg",17,1,1,"ankle",9,9
"all_info.6247","DarkOr00","Darkwa,Orleans","2016","nyg",17,6,8,"leg Leg",10,17
"all_info.7247","DeOsZa99","DeOssie,Zak","2016","nyg",17,0,1,"ankle",7,7
"all_info.8247","DonnLa00","Donnell,Larry","2016","nyg",17,1,1,"concussion",5,5
"all_info.9247","GettAd00","Gettis,Adam","2016","nyg",17,0,2,"calf",10,11
"all_info.10247","GoodB.00","Goodson,B.J.","2016","nyg",17,0,1,"concussion",16,16
"all_info.11286","HarrDw00","Harris,Dwayne","2016","nyg",17,0,2,"toe ankle",6,13
"all_info.12263","HerzMa00","Herzlich,Mark","2016","nyg",17,2,2,"concussion",12,13
"all_info.13250","JenkJa03","Jenkins,Janoris","2016","nyg",17,1,2,"back",15,16
"all_info.14247","JennRa00","Jennings,Rashad","2016","nyg",17,2,3,"thumb",4,6
"all_info.15247","JohnWi00","Johnson,Will","2016","nyg",17,17,17,"Stinger",1,17
"all_info.16247","JoneBr04","Jones,Brett","2016","nyg",17,2,3,"calf",10,12
"all_info.17247","KennDe00","Kennard,Devon","2016","nyg",17,0,1,"concussion",6,6
"all_info.18247","LaCoMa00","LaCosse,Matt","2016","nyg",17,17,17,"Knee",1,17
"all_info.19247","LewiRo03","Lewis,Roger","2016","nyg",17,0,1,"concussion",11,11
"all_info.20247","NassRy00","Nassib,Ryan","2016","nyg",17,3,3,"Elbow",15,17
"all_info.21286","OdigOw00","Odighizuwa,Owamagbe","2016","nyg",17,3,3,"knee hamstring",12,17
"all_info.22263","PierJa99","Pierre-Paul,Jason","2016","nyg",17,5,8,"shoulder groin knee muscle",2,17
"all_info.23250","PughJu00","Pugh,Justin","2016","nyg",17,5,5,"knee",9,13
"all_info.24247","RainBo00","Rainey,Bobby","2016","nyg",17,0,1,"calf",8,8
"all_info.25247","RobiKe01","Robinson,Keenan","2016","nyg",17,0,1,"shoulder",14,14
"all_info.26245","RodgJa03","Rodgers,Jake","2016","nyg",17,17,17,"Ankle",1,17
"all_info.27242","RodgDo99","Rodgers-Cromartie,Dominique","2016","nyg",17,1,3,"groin",4,6
"all_info.28241","StinBy00","Stingily,Byron","2016","nyg",17,17,17,"Concussion",1,17
"all_info.29241","ThomJ.02","Thomas,J.T.","2016","nyg",17,16,16,"Knee",2,17
"all_info.30241","ThomRo04","Thomas,Robert","2016","nyg",17,4,4,"illness",1,4
"all_info.31280","ThomDa05","Thompson,Darian","2016","nyg",17,15,15,"Foot",3,17
"all_info.32253","ThomMy00","Thompson,Mykkele","2016","nyg",17,15,15,"Knee",3,17
"all_info.33237","VereSh00","Vereen,Shane","2016","nyg",17,12,12,"Tricep",4,17
"all_info.34226","WhitNi01","Whitlock,Nikita","2016","nyg",17,17,17,"Foot",1,17
"all_info.35218","WynnKe00","Wynn,Kerry","2016","nyg",17,2,2,"concussion",8,9
"all_info248","AlleAn02","Allen,Antonio","2016","nyj",16,4,4,"concussion Concussion",13,16
"all_info.11090","AndeRo04","Anderson,Robby","2016","nyj",16,0,1,"hamstring",16,16
"all_info.21090","BostBr00","Bostick,Brandon","2016","nyj",16,0,1,"ankle",14,14
"all_info.31084","BowmBr00","Bowman,Braedon","2016","nyj",16,11,11,"knee Knee",5,16
"all_info.4802","BurrJu00","Burris,Juston","2016","nyj",16,0,1,"knee",16,16
"all_info.5298","CartBr00","Carter,Bruce","2016","nyj",16,4,7,"shoulder  ankle quadricep quadriceps",1,12
"all_info.6248","CataMi00","Catapano,Mike","2016","nyj",16,3,3,"Knee",14,16
"all_info.7248","CereJa00","Ceresna,Jake","2016","nyj",16,16,16,"Undisclosed",1,16
"all_info.8248","CladRy20","Clady,Ryan","2016","nyj",16,7,11,"shoulder Shoulder",4,16
"all_info.9248","DaviKe01","Davis,Kellen","2016","nyj",16,7,7,"elbow Elbow",9,16
"all_info.10248","DeckEr00","Decker,Eric","2016","nyj",16,13,13,"Shoulder",4,16
"all_info.11287","EnunQu00","Enunwa,Quincy","2016","nyj",16,0,2,"knee ribs",5,14
"all_info.12264","FitzRy00","Fitzpatrick,Ryan","2016","nyj",16,1,1,"knee",10,10
"all_info.13251","FortMa00","Forte,Matt","2016","nyj",16,2,3,"knee Shoulder",14,16
"all_info.14248","GiacBr20","Giacomini,Breno","2016","nyj",16,11,13,"Back  shoulder calf",1,16
"all_info.15248","GilcMa00","Gilchrist,Marcus","2016","nyj",16,3,3,"Knee",14,16
"all_info.16248","HarrDa99","Harris,David","2016","nyj",16,1,4,"shoulder  hamstring",1,6
"all_info.17248","HendEr99","Henderson,Erin","2016","nyj",16,11,11,"foot Undisclosed",3,16
"all_info.18248","JenkJo01","Jenkins,Jordan","2016","nyj",16,2,2,"calf",1,2
"all_info.19248","LeexDa00","Lee,Darron","2016","nyj",16,3,3,"ankle",7,9
"all_info.20248","LemoCo00","Lemonier,Corey","2016","nyj",16,1,1,"related",4,4
"all_info.21287","MangNi20","Mangold,Nick","2016","nyj",16,8,10,"knee ankle Ankle",6,16
"all_info.22264","MarsJa01","Marshall,Jalin","2016","nyj",16,4,4,"shoulder concussion",4,13
"all_info.23251","MarsNi00","Marshall,Nick","2016","nyj",16,2,2,"ankle hamstring",11,16
"all_info.24248","MartJo02","Martin,Josh","2016","nyj",16,1,1,"concussion",10,10
"all_info.25248","MaulLo00","Mauldin,Lorenzo","2016","nyj",16,5,5,"ankle",12,16
"all_info.26246","McLeSt00","McLendon,Steve","2016","nyj",16,5,6,"hamstring hamstirng",11,16
"all_info.27243","MillDe00","Milliner,Dee","2016","nyj",16,16,16,"Hamstring",1,16
"all_info.28242","MorrRo01","Morris,Romar","2016","nyj",16,16,16,"Shoulder",1,16
"all_info.29242","ObioJu00","Obioha,Julien","2016","nyj",16,16,16,"Undisclosed",1,16
"all_info.30242","PettBr01","Petty,Bryce","2016","nyj",16,6,6,"shoulder  Shoulder",1,16
"all_info.31281","PryoCa00","Pryor,Calvin","2016","nyj",16,1,1,"concussion",12,12
"all_info.32254","QvalBr01","Qvale,Brent","2016","nyj",16,4,4,"neck hamstring",7,14
"all_info.33238","ReviDa99","Revis,Darrelle","2016","nyj",16,1,2,"hamstring",5,6
"all_info.34227","RichSh00","Richardson,Sheldon","2016","nyj",16,0,1,"back",16,16
"all_info.35219","RobeDa00","Roberts,Darryl","2016","nyj",16,2,2,"foot",1,2
"all_info.36210","RobiKh00","Robinson,Khiry","2016","nyj",16,3,4,"leg Leg",13,16
"all_info.37204","SefeAu00","Seferian-Jenkins,Austin","2016","nyj",16,4,4,"ankle hamstring",6,16
"all_info.38198","ShelBr00","Shell,Brandon","2016","nyj",16,1,2,"shoulder",9,10
"all_info.39187","SkriBu00","Skrine,Buster","2016","nyj",16,2,3,"knee concussion",8,14
"all_info.40178","SmitDe04","Smith,Devin","2016","nyj",16,12,12,"Knee",1,12
"all_info.41219","SmitGe00","Smith,Geno","2016","nyj",16,9,9,"Knee",8,16
"all_info.42184","StanJu00","Stanford,Julian","2016","nyj",16,4,4,"Ankle",13,16
"all_info.43158","ThomLa04","Thomas,Lawrence","2016","nyj",16,13,13,"Shoulder",4,16
"all_info.44136","WildBr01","Wilds,Brandon","2016","nyj",16,0,1,"hamstring",16,16
"all_info.45119","WilkMu00","Wilkerson,Muhammad","2016","nyj",16,1,9,"toe ankle knee",2,16
"all_info.46107","WillMa03","Williams,Marcus","2016","nyj",16,3,3,"ankle",10,12
"all_info.47100","WintBr00","Winters,Brian","2016","nyj",16,3,3,"concussion Shoulder",5,16
"all_info249","BarbAl20","Barbre,Allen","2016","phi",16,4,5,"hamstring",8,16
"all_info.11091","BarnKe00","Barner,Kenjon","2016","phi",16,2,2,"Hamstring",15,16
"all_info.21091","BrooRo01","Brooks,Ron","2016","phi",16,10,11,"calf Quadricep",6,16
"all_info.31085","BrooTe00","Brooks,Terrence","2016","phi",16,2,2,"hamstring",9,10
"all_info.4803","BurtTr01","Burton,Trey","2016","phi",16,1,2,"calf  hamstring",1,9
"all_info.5299","CeleBr00","Celek,Brent","2016","phi",16,0,2,"ribs stinger",9,14
"all_info.6249","CoxxFl00","Cox,Fletcher","2016","phi",16,0,1,"ankle",5,5
"all_info.7249","CurrVi00","Curry,Vinny","2016","phi",16,0,1,"knee",1,1
"all_info.8249","DoreJo20","Dorenbos,Jon","2016","phi",16,3,3,"Wrist",14,16
"all_info.9249","ErtzZa00","Ertz,Zach","2016","phi",16,2,3,"rib hamstring",2,10
"all_info.10249","GreeDo00","Green-Beckham,Dorial","2016","phi",16,1,2,"abdomen",13,14
"all_info.11288","GrugKa00","Grugier-Hill,Kamu","2016","phi",16,3,4,"hamstring illness",7,14
"all_info.12265","HickJo00","Hicks,Jordan","2016","phi",16,0,1,"ankle",16,16
"all_info.13252","KendMy00","Kendricks,Mychal","2016","phi",16,1,3,"quadriceps ribs",3,16
"all_info.14249","MathRy00","Mathews,Ryan","2016","phi",16,3,4,"knee Neck",11,16
"all_info.15249","MattJo00","Matthews,Jordan","2016","phi",16,2,6,"back ankle",10,16
"all_info.16249","McCaAl00","McCalister,Alex","2016","phi",16,16,16,"Calf",1,16
"all_info.17249","McKeLe99","McKelvin,Leodis","2016","phi",16,3,5,"hamstring",2,9
"all_info.18249","SeumIs00","Seumalo,Isaac","2016","phi",16,1,3,"pectoral ankle",3,16
"all_info.19249","SmalWe00","Smallwood,Wendell","2016","phi",16,3,3,"Knee",14,16
"all_info.20249","SproDa00","Sproles,Darren","2016","phi",16,1,1,"concussion",14,14
"all_info.21288","TobiMa00","Tobin,Matt","2016","phi",16,3,3,"Knee",14,16
"all_info.22265","TregBr00","Treggs,Bryce","2016","phi",16,1,1,"knee",1,1
"all_info.23252","VaitHa00","Vaitai,Halapoulivaati","2016","phi",16,5,5,"knee",11,15
"all_info.24249","WalkJo01","Walker,Joe","2016","phi",16,16,16,"Knee",1,16
"all_info250","BoswCh00","Boswell,Chris","2016","pit",19,1,2,"abdomen",12,13
"all_info.11092","ChicAn00","Chickillo,Anthony","2016","pit",19,3,4,"ankle",15,18
"all_info.21092","CoatSa00","Coates,Sammie","2016","pit",19,1,2,"finger hamstring",6,15
"all_info.31086","DangJo00","Dangerfield,Jordan","2016","pit",19,2,2,"groin",9,10
"all_info.4804","DuprAl00","Dupree,Bud","2016","pit",19,9,9,"Abdominal",1,9
"all_info.5300","FostRa21","Foster,Ramon","2016","pit",19,2,3,"elbow chest",3,13
"all_info.6250","GayxWi99","Gay,William","2016","pit",19,0,1,"foot",8,8
"all_info.7250","GilbJu00","Gilbert,Justin","2016","pit",19,1,1,"knee",5,5
"all_info.8250","GilbMa00","Gilbert,Marcus","2016","pit",19,3,3,"ankle",5,7
"all_info.9250","GoldRo00","Golden,Robert","2016","pit",19,4,4,"hamstring ankle",4,17
"all_info.10250","GolsSe00","Golson,Senquez","2016","pit",19,19,19,"Foot",1,19
"all_info.11289","GradBr00","Gradkowski,Bruce","2016","pit",19,19,19,"Hamstring",1,19
"all_info.12266","GreeLa00","Green,Ladarius","2016","pit",19,13,13,"Ankle  concussion",1,19
"all_info.13253","GrimXa00","Grimble,Xavier","2016","pit",19,3,3,"quadricep ribs",10,16
"all_info.14250","HargJa00","Hargrave,Javon","2016","pit",19,1,1,"concussion",13,13
"all_info.15250","HarrRy20","Harris,Ryan","2016","pit",19,15,15,"Shin",5,19
"all_info.16250","HarrJa23","Harrison,James","2016","pit",19,0,1,"triceps",19,19
"all_info.17250","HawkJe00","Hawkins,Jerald","2016","pit",19,19,19,"Shoulder",1,19
"all_info.18250","HeywCa01","Heyward,Cameron","2016","pit",19,12,12,"hamstring pectoral Pectoral",6,19
"all_info.19250","HeywDa00","Heyward-Bey,Darrius","2016","pit",19,6,7,"foot",9,15
"all_info.20250","JohnSt02","Johnson,Steven","2016","pit",19,10,10,"Ankle",10,19
"all_info.21289","ManhCo00","Manhart,Cole","2016","pit",19,19,19,"Undisclosed",1,19
"all_info.22266","MathRi99","Mathews,Ricardo","2016","pit",19,2,3,"ankle",15,18
"all_info.23253","NixxRo01","Nix,Roosevelt","2016","pit",19,5,5,"back",1,5
"all_info.24250","RoetBe00","Roethlisberger,Ben","2016","pit",19,1,2,"knee",7,8
"all_info.25249","RogeEl00","Rogers,Eli","2016","pit",19,2,2,"toe",4,5
"all_info.26247","ShazRy00","Shazier,Ryan","2016","pit",19,3,4,"knee",2,6
"all_info.27244","ThomSh00","Thomas,Shamarko","2016","pit",19,11,11,"groin Concussion concussion",6,19
"all_info.28243","TousFi00","Toussaint,Fitzgerald","2016","pit",19,1,1,"concussion",18,18
"all_info.29243","TuitSt00","Tuitt,Stephon","2016","pit",19,2,2,"knee",15,16
"all_info.30243","Ume-Va00","Ume-Ezeoke,Valerian","2016","pit",19,19,19,"Undisclosed",1,19
"all_info.31282","WallCo20","Wallace,Cody","2016","pit",19,19,19,"knee Knee",1,19
"all_info.32255","WheaMa00","Wheaton,Markus","2016","pit",19,14,14,"Shoulder",6,19
"all_info.33239","WillDe02","Williams,DeAngelo","2016","pit",19,6,7,"knee",7,13
"all_info.34228","WillVi01","Williams,Vince","2016","pit",19,0,1,"shoulder",17,17
"all_info251","ArmsAr01","Armstead,Arik","2016","sfo",16,8,9,"shoulder  Shoulder",1,16
"all_info.11093","ArmsRa01","Armstrong,Ray-Ray","2016","sfo",16,14,14,"Pectoral",3,16
"all_info.21093","BellBl00","Bell,Blake","2016","sfo",16,2,2,"Shoulder",15,16
"all_info.31087","BellNi01","Bellore,Nick","2016","sfo",16,2,2,"Elbow",15,16
"all_info.4805","BowmNa99","Bowman,NaVorro","2016","sfo",16,12,12,"Achilles",5,16
"all_info.5301","BrooAh21","Brooks,Ahmad","2016","sfo",16,0,1,"groin",6,6
"all_info.6251","BuckDe00","Buckner,DeForest","2016","sfo",16,1,2,"foot",5,6
"all_info.7251","CeleGa00","Celek,Garrett","2016","sfo",16,0,1,"back",4,4
"all_info.8251","DaviAn27","Davis,Anthony","2016","sfo",16,2,3,"related concussion",1,3
"all_info.9251","DaviCh05","Davis,Chris","2016","sfo",16,12,13,"hamstring  Knee",1,16
"all_info.10251","DialQu00","Dial,Quinton","2016","sfo",16,2,3,"knee  neck elbow",1,13
"all_info.11290","DorsGl99","Dorsey,Glenn","2016","sfo",16,4,5,"knee  ribs",1,15
"all_info.12267","ElliBr00","Ellington,Bruce","2016","sfo",16,16,16,"Hamstring",1,16
"all_info.13254","HydeCa00","Hyde,Carlos","2016","sfo",16,2,3,"shoulder",7,9
"all_info.14251","JohnDo02","Johnson,Dontae","2016","sfo",16,1,2,"groin",15,16
"all_info.15251","KerlJe00","Kerley,Jeremy","2016","sfo",16,0,1,"ankle",5,5
"all_info.16251","KilgDa00","Kilgore,Daniel","2016","sfo",16,3,3,"Hamstring",14,16
"all_info.17251","LewiTh01","Lewis,Thaddeus","2016","sfo",16,16,16,"Knee",1,16
"all_info.18251","LyncAa00","Lynch,Aaron","2016","sfo",16,5,6,"ankle",8,13
"all_info.19251","MartMa01","Martin,Marcus","2016","sfo",16,2,2,"Ankle",15,16
"all_info.20251","McDoVa00","McDonald,Vance","2016","sfo",16,5,5,"hip Shoulder",4,16
"all_info.21290","PattQu00","Patton,Quinton","2016","sfo",16,2,2,"Foot",15,16
"all_info.22267","ReasKe00","Reaser,Keith","2016","sfo",16,1,2,"ankle",1,2
"all_info.23254","RedmWi00","Redmond,Will","2016","sfo",16,16,16,"Knee",1,16
"all_info.24251","ReidEr00","Reid,Eric","2016","sfo",16,6,6,"Bicep",11,16
"all_info.25250","RobiRa00","Robinson,Rashard","2016","sfo",16,2,5,"concussion knee back hamstring",7,16
"all_info.26248","SkovSh00","Skov,Shayne","2016","sfo",16,5,5,"Knee",12,16
"all_info.27245","SmitTo02","Smith,Torrey","2016","sfo",16,3,3,"Concussion",14,16
"all_info.28244","StalJo20","Staley,Joe","2016","sfo",16,3,4,"hamstring",13,16
"all_info.29244","TartJa00","Tartt,Jaquiski","2016","sfo",16,1,2,"knee quadriceps",3,6
"all_info.30244","TillAn01","Tiller,Andrew","2016","sfo",16,1,2,"ankle",2,16
"all_info.31283","WardJi01","Ward,Jimmie","2016","sfo",16,5,6,"quadriceps concussion Collarbone",4,16
"all_info252","BarnTa00","Barnes,Tavaris","2016","sea",18,18,18,"Arm",1,18
"all_info.11094","BennMi99","Bennett,Michael","2016","sea",18,5,6,"knee",7,12
"all_info.21094","BritJu00","Britt,Justin","2016","sea",18,1,1,"ankle",11,11
"all_info.31088","ChanKa99","Chancellor,Kam","2016","sea",18,4,4,"groin",5,8
"all_info.4806","ClarFr01","Clark,Frank","2016","sea",18,1,1,"hamstring",5,5
"all_info.5302","ElliDe01","Elliott,DeAndre","2016","sea",18,2,3,"hamstring",7,9
"all_info.6252","FresNo00","Frese,Nolan","2016","sea",18,2,2,"Ankle",17,18
"all_info.7252","GrahJi00","Graham,Jimmy","2016","sea",18,0,2,"knee  back",1,4
"all_info.8252","HestDe99","Hester,Devin","2016","sea",18,3,3,"thigh",4,6
"all_info.9252","HillJo01","Hill,Jordan","2016","sea",18,13,13,"Hamstring",3,18
"all_info.10252","IfedGe00","Ifedi,Germain","2016","sea",18,3,3,"ankle",1,3
"all_info.11291","JeanSt00","Jean-Baptiste,Stanley","2016","sea",18,18,18,"Shoulder",1,18
"all_info.12268","JeffQu00","Jefferson,Quinton","2016","sea",18,14,14,"Knee",5,18
"all_info.13255","LockTy00","Lockett,Tyler","2016","sea",18,3,5,"knee thigh Leg",3,18
"all_info.14252","McDaTo20","McDaniel,Tony","2016","sea",18,1,1,"concussion",17,17
"all_info.15252","McDoDe01","McDonald,Dewey","2016","sea",18,0,1,"illness",14,14
"all_info.16252","McEvTa01","McEvoy,Tanner","2016","sea",18,0,1,"toe",11,11
"all_info.17252","MoorDa01","Moore,Damontre","2016","sea",18,6,6,"Foot",13,18
"all_info.18252","MorgMi00","Morgan,Mike","2016","sea",18,7,9,"hip Hip",4,13
"all_info.19252","PierKe00","Pierre-Louis,Kevin","2016","sea",18,3,3,"ankle hamstring",6,10
"all_info.20252","PoolTe00","Poole,Terry","2016","sea",18,16,16,"Undisclosed",3,18
"all_info.21291","PopeTr00","Pope,Troymaine","2016","sea",18,6,7,"ankle Ankle",11,18
"all_info.22268","ProsC.00","Prosise,C.J.","2016","sea",18,12,12,"wrist shoulder",2,18
"all_info.23255","RawlTh00","Rawls,Thomas","2016","sea",18,7,17,"contusion shin fibula",2,18
"all_info.24252","ReedJa02","Reed,Jarran","2016","sea",18,1,1,"hip",4,4
"all_info.25251","RichPa01","Richardson,Paul","2016","sea",18,1,1,"hamstring",12,12
"all_info.26249","SheaDe00","Shead,DeShawn","2016","sea",18,1,1,"hamstring",11,11
"all_info.27246","SlavTy00","Slavin,Tyler","2016","sea",18,16,16,"Undisclosed",3,18
"all_info.28245","SmitGa01","Smith,Garrison","2016","sea",18,13,14,"oblique Undisclosed",5,18
"all_info.29245","SommJo00","Sommers,Joe","2016","sea",18,16,16,"Ankle",3,18
"all_info.30245","SoweBr00","Sowell,Bradley","2016","sea",18,3,3,"knee",7,9
"all_info.31284","ThomEa99","Thomas,Earl","2016","sea",18,7,7,"Leg",11,18
"all_info.32256","TripJo00","Tripp,Jordan","2016","sea",18,5,5,"Thigh",12,18
"all_info.33240","TukuWi00","Tukuafu,Will","2016","sea",18,6,6,"Concussion",13,18
"all_info.34229","VannNi00","Vannett,Nick","2016","sea",18,4,4,"ankle",1,4
"all_info.35220","WebbJM20","Webb,J'Marcus","2016","sea",18,0,1,"ankle",2,2
"all_info.36211","WillLu00","Willson,Luke","2016","sea",18,5,5,"knee",6,12
"all_info.37205","WilsRu00","Wilson,Russell","2016","sea",18,0,16,"knee",3,18
"all_info253","AdjeJu00","Adjei-Barimah,Jude","2016","tam",16,1,2,"knee Eligibility",6,16
"all_info.11095","AyerRo99","Ayers,Robert","2016","tam",16,4,6,"ankle",2,7
"all_info.21095","BondDe00","Bond,Devante","2016","tam",16,16,16,"Hamstring",1,16
"all_info.31089","BratCa00","Brate,Cameron","2016","tam",16,1,1,"Back",16,16
"all_info.4807","CherGo20","Cherilus,Gosder","2016","tam",16,1,2,"ankle",15,16
"all_info.5303","ContCh00","Conte,Chris","2016","tam",16,2,3,"chest",12,14
"all_info.6253","DaviLa00","David,Lavonte","2016","tam",16,0,3,"shoulder hamstring",2,14
"all_info.7253","DietEv00","Dietrich-Smith,Evan","2016","tam",16,3,5,"back knee",5,13
"all_info.8253","DotsDe00","Dotson,Demar","2016","tam",16,3,3,"concussion",13,15
"all_info.9253","DyexDo00","Dye,Donteea","2016","tam",16,2,2,"Undisclosed",15,16
"all_info.10253","GholWi00","Gholston,William","2016","tam",16,2,3,"biceps elbow",8,16
"all_info.11292","GottBe00","Gottschalk,Ben","2016","tam",16,6,6,"Knee",11,16
"all_info.12269","GrimBr20","Grimes,Brent","2016","tam",16,0,2,"hamstring quadriceps",5,11
"all_info.13256","HargVe00","Hargreaves,Vernon","2016","tam",16,0,1,"abdomen",16,16
"all_info.14253","HawlJo20","Hawley,Joe","2016","tam",16,1,5,"ankle knee",4,10
"all_info.15253","HumpAd00","Humphries,Adam","2016","tam",16,1,1,"concussion",13,13
"all_info.16253","JackVi00","Jackson,Vincent","2016","tam",16,11,11,"Knee",6,16
"all_info.17253","JameMi00","James,Mike","2016","tam",16,12,12,"Undisclosed",1,16
"all_info.18253","JohnGe00","Johnson,George","2016","tam",16,16,16,"Hip",1,16
"all_info.19253","JoneHo01","Jones,Howard","2016","tam",16,8,8,"Knee",9,16
"all_info.20253","MartDo00","Martin,Doug","2016","tam",16,8,15,"hamstring",2,16
"all_info.21292","McCoGe99","McCoy,Gerald","2016","tam",16,1,7,"calf foot",5,15
"all_info.22269","McDoCl99","McDonald,Clinton","2016","tam",16,4,5,"hamstring",5,9
"all_info.23256","MurpLo00","Murphy,Louis","2016","tam",16,16,16,"Knee",1,16
"all_info.24253","MyerBr00","Myers,Brandon","2016","tam",16,0,2,"hip",5,12
"all_info.25252","PampKe00","Pamphile,Kevin","2016","tam",16,2,2,"concussion",9,10
